FISCAL YEAR,FUND CODE,FUND DESCRIPTION,DEPARTMENT DESCRIPTION,DIVISION DESCRIPTION,ACCOUNT DESCRIPTION,BUDGET,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,203,Local Streets Fund,Public Works,Traffic Services,Hospitalization Insurance.Hospitalization Insurance,28288,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Hospitalization Insurance.Hospitalization Insurance,3280,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Life Insurance.Life Insurance,100,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Traffic Services,Life Insurance.Life Insurance,195,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Street Maintenance,Life Insurance.Life Insurance,256,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Street Maintenance,Pension.Pension,83238,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Traffic Services,Pension.Pension,59347,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Pension.Pension,47073,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Traffic Services,Pension.DC Plan,1,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Street Maintenance,Pension.DC Plan,1,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Pension.DC Plan,1,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Street Maintenance,Pension.Retiree Health - DC Plan,825,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Traffic Services,Pension.Retiree Health - DC Plan,965,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Pension.Retiree Health - DC Plan,7,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Street Maintenance,Workers Comp. Insurance.Work Comp. Insurance,12161,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Workers Comp. Insurance.Work Comp. Insurance,6056,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Traffic Services,Workers Comp. Insurance.Work Comp. Insurance,9271,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Traffic Services,CIP and Longevity.CIP and Longevity,924,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Street Maintenance,CIP and Longevity.CIP and Longevity,5831,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,CIP and Longevity.CIP and Longevity,219,Expense,Personal Services
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Operating Supplies.Operating Supplies,75700,Expense,Supplies
2019,203,Local Streets Fund,Public Works,Traffic Services,Uniforms.Uniforms,500,Expense,Supplies
2019,203,Local Streets Fund,Public Works,Street Maintenance,Uniforms.Uniforms,3500,Expense,Supplies
2019,203,Local Streets Fund,Public Works,Traffic Services,Tools and Supplies.Tools and Supplies,500,Expense,Supplies
2019,203,Local Streets Fund,Public Works,Traffic Services,Maintenance Supplies.Maintenance Supplies,26440,Expense,Supplies
2019,203,Local Streets Fund,Public Works,Street Maintenance,Maintenance Supplies.Maintenance Supplies,61000,Expense,Supplies
2019,203,Local Streets Fund,Public Works,Street Maintenance,Professional Services.Professional Services,36000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Administration,Administrative Fee.Administrative Fee,92913,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Geographic & IT Information Services.Geographic & IT Info Services,25140,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Communications.Cellular Phones,1988,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Communications.Cellular Phones,1200,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Communications.Cellular Phones,3000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Travel and Training.Travel and Training,1000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Travel and Training.Travel and Training,2500,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Travel and Training.Travel and Training,2500,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Insurance.Liability,1585,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Insurance.Liability,3320,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Insurance.Liability,4226,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Public Utilities.Public Utilities,5200,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Repairs and Maintenance.Repairs and Maintenance,171500,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Repairs and Maintenance.Repairs and Maintenance,125000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Repairs and Maintenance.Repairs and Maintenance,600,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Rentals.Rentals,2000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Rentals.Motor Pool Building,12673,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Rentals.Motor Pool Building,17310,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Rentals.Motor Pool Building,21690,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Motor Pool Rental.Equipment Rental,80000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Motor Pool Rental.Equipment Rental,98000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Motor Pool Rental.Equipment Rental,25000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Motor Pool Rental.Equipment Maintenance,5000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Motor Pool Rental.Equipment Maintenance,95000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Motor Pool Rental.Equipment Maintenance,35000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Motor Pool Rental.Equipment - Fuel,13000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Motor Pool Rental.Equipment - Fuel,19000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Motor Pool Rental.Equipment - Fuel,4000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Motor Pool Rental.Equipment - Radio System,500,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Motor Pool Rental.Equipment - Radio System,1000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Other Services.Other Services,5000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Winter Maintenance,Other Services.Other Services,1500,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Traffic Services,Other Services.Other Services,1000,Expense,Other Services and Charges
2019,203,Local Streets Fund,Public Works,Street Maintenance,Capital Outlay.Storm Sewer,0,Expense,Capital Outlay
2019,203,Local Streets Fund,Public Works,Street Maintenance,Capital Outlay.Street Resurfacing,0,Expense,Capital Outlay
2019,203,Local Streets Fund,,,Street Permits.Street Permits,25000,Revenue,Licenses and Permits
2019,203,Local Streets Fund,,,State Grants.M.V.H.F Revenue,1700000,Revenue,State Grants
2019,203,Local Streets Fund,,,Interest on Investments.Interest on Investments,5000,Revenue,Interest and Rentals
2019,203,Local Streets Fund,,,Reimbursements.Interdepartmental,10000,Revenue,Other Revenues
2019,203,Local Streets Fund,,,Miscellaneous Income.Miscellaneous Income,0,Revenue,Other Revenues
2019,203,Local Streets Fund,,,Transfer.From Major Street Fund,0,Revenue,Other Financing Sources
2019,205,Public Safety Fund,Public Safety,Transfers,Transfers. General Fund,2656981,Expense,Transfers Out
2019,205,Public Safety Fund,,,Property Taxes.Property Taxes,2578699,Revenue,Taxes
2019,205,Public Safety Fund,,,Delinquent Tax Revenue.Delinquent Tax Revenue,-25600,Revenue,Taxes
2019,205,Public Safety Fund,,,Property Taxes.Serv Charge In Lieu Of Tax,2700,Revenue,Taxes
2019,205,Public Safety Fund,,,Property Taxes.Act 425 Serv Chg In Lieu of Tax,4500,Revenue,Taxes
2019,205,Public Safety Fund,,,Property Taxes.Act 425 Payments to Other Govern,-5800,Revenue,Taxes
2019,205,Public Safety Fund,,,Property Taxes.IFT Revenue,46100,Revenue,Taxes
2019,205,Public Safety Fund,,,Property Tax.PPT Reimbursement-LCSA,51882,Revenue,Taxes
2019,205,Public Safety Fund,,,Interest on Investments.Interest on Investments,4500,Revenue,Interest and Rentals
2019,206,Fire Fund,Fire,Transfers,Transfers. General Fund,1604856,Expense,Transfers Out
2019,206,Fire Fund,,,Property Taxes.Property Taxes,1550134,Revenue,Taxes
2019,206,Fire Fund,,,Delinquent Tax Revenue.Delinquent Tax Revenue,-15400,Revenue,Taxes
2019,206,Fire Fund,,,Property Taxes.Serv Charge In Lieu Of Tax,1610,Revenue,Taxes
2019,206,Fire Fund,,,Property Taxes.Act 425 Serv Chg In Lieu of Tax,2700,Revenue,Taxes
2019,206,Fire Fund,,,Property Taxes.Act 425 Payments to Other Govern,-3500,Revenue,Taxes
2019,206,Fire Fund,,,Property Taxes.IFT Revenue,27600,Revenue,Taxes
2019,206,Fire Fund,,,Property Tax.PPT Reimbursement-LCSA,38912,Revenue,Taxes
2019,206,Fire Fund,,,Interest on Investments.Interest on Investments,2800,Revenue,Interest and Rentals
2019,207,Police Fund,Police,Transfers,Transfers. General Fund,2673231,Expense,Transfers Out
2019,207,Police Fund,,,Property Taxes.Property Taxes,2581578,Revenue,Taxes
2019,207,Police Fund,,,Delinquent Tax Revenue.Delinquent Tax Revenue,-25600,Revenue,Taxes
2019,207,Police Fund,,,Property Taxes.Serv Charge In Lieu Of Tax,2700,Revenue,Taxes
2019,207,Police Fund,,,Property Taxes.Act 425 Serv Chg In Lieu of Tax,4600,Revenue,Taxes
2019,207,Police Fund,,,Property Taxes.Act 425 Payments to Other Govern,-5800,Revenue,Taxes
2019,207,Police Fund,,,Property Taxes.IFT Revenue,46100,Revenue,Taxes
2019,207,Police Fund,,,Property Tax.PPT Reimbursement-LCSA,64853,Revenue,Taxes
2019,207,Police Fund,,,Interest on Investments.Interest on Investments,4800,Revenue,Interest and Rentals
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec Administration,Salaries.Salaries,140325,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Recreation,Salaries.Salaries,207607,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec - Senior Center,Salaries.Salaries,93489,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec Facility,Salaries.Salaries,514821,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort H,Salaries.Salaries,0,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort I - 1,Salaries.Salaries,32677,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort I - 2,Salaries.Salaries,32677,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort K,Salaries.Salaries,0,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec Facility,Salaries - Temporary.Salaries - Temporary,177000,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec - Senior Center,Salaries - Temporary.Salaries - Temporary,47290,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Recreation,Salaries - Temporary.Salaries - Temporary,33750,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort K,Salaries - Temporary.Salaries - Temporary,0,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort I - 2,Salaries - Temporary.Salaries - Temporary,22218,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort I - 1,Salaries - Temporary.Salaries - Temporary,22218,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,21st Century Cohort H,Salaries - Temporary.Salaries - Temporary,0,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec - Senior Center,Salaries - Overtime.Salaries - Overtime,600,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec Facility,Salaries - Overtime.Salaries - Overtime,27000,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec Administration,Salaries - Overtime.Salaries - Overtime,600,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Recreation,Salaries - Officials.Salaries - Officials,43254,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Recreation,F.I.C.A..F.I.C.A.,22002,Expense,Personal Services
2019,208,Parks and Recreation Fund,Parks and Recreation,Parks and Rec Facility,F.I.C.A..F.I.C.A.,55713,Expense,Personal Services
