Fiscal Year,Department,Fund Code,Account Type,Account Category,Amount,,GL_Account_ID,GL_Account_Delimited,Column1,Column6,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Account Description,Column3,Fund Description,Department Code,Column2,Division Code,Division,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column4,Column5,Account_Class_Level_1_Sequence
FY19,Police,1010,Expense,Other Services and Charges,61500,,10013,101-305-31500-850.100,,,10130531500,General Fund-Police-Patrol,850100,Communications.Cellular Phones,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,2800,,1780,101-305-31500-861.200,,,10130531500,General Fund-Police-Patrol,861200,Vehicle Expense - Non Motor Pool.Maintenance,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,4500,,1781,101-305-31500-861.300,,,10130531500,General Fund-Police-Patrol,861300,Vehicle Expense - Non Motor Pool.Fuel,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,99477,,1783,101-305-31500-910.000,,,10130531500,General Fund-Police-Patrol,910000,Insurance.Liability,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,15000,,1786,101-305-31500-930.000,,,10130531500,General Fund-Police-Patrol,930000,Repairs and Maintenance.Repairs and Maintenance,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,5913,,1789,101-305-31500-940.300,,,10130531500,General Fund-Police-Patrol,940300,Rentals.Motor Pool Building,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,310625,,1792,101-305-31500-947.100,,,10130531500,General Fund-Police-Patrol,947100,Motor Pool Rental.Equipment Rental,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,190000,,1793,101-305-31500-947.200,,,10130531500,General Fund-Police-Patrol,947200,Motor Pool Rental.Equipment Maintenance,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,142000,,1794,101-305-31500-947.300,,,10130531500,General Fund-Police-Patrol,947300,Motor Pool Rental.Equipment - Fuel,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,33120,,1796,101-305-31500-956.000,,,10130531500,General Fund-Police-Patrol,956000,Other Services.Other Services,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,3000,,1801,101-305-31500-962.000,,,10130531500,General Fund-Police-Patrol,962000,Impounds and Towing.Impounds and Towing,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Capital Outlay,27500,,8239,101-305-31500-980.094,,,10130531500,General Fund-Police-Patrol,980094,Capital Outlay.Video Camera,,General Fund,305,,31500,Patrol,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,120
FY19,Police,1010,Expense,Other Services and Charges,77182,,1830,101-305-31600-956.000,,,10130531600,General Fund-Police-Crossing Guard,956000,Other Services.Other Services,,General Fund,305,,31600,Crossing Guard,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Supplies,2500,,1832,101-305-31700-740.000,,,10130531700,General Fund-Police-Senior Volunteer,740000,Operating Supplies.Operating Supplies,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Police,1010,Expense,Supplies,1000,,1834,101-305-31700-744.000,,,10130531700,General Fund-Police-Senior Volunteer,744000,Uniforms.Uniforms,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Police,1010,Expense,Other Services and Charges,250,,1840,101-305-31700-930.000,,,10130531700,General Fund-Police-Senior Volunteer,930000,Repairs and Maintenance.Repairs and Maintenance,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,6405,,1842,101-305-31700-947.100,,,10130531700,General Fund-Police-Senior Volunteer,947100,Motor Pool Rental.Equipment Rental,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,2500,,1843,101-305-31700-947.200,,,10130531700,General Fund-Police-Senior Volunteer,947200,Motor Pool Rental.Equipment Maintenance,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,2000,,1844,101-305-31700-947.300,,,10130531700,General Fund-Police-Senior Volunteer,947300,Motor Pool Rental.Equipment - Fuel,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,1000,,1846,101-305-31700-956.000,,,10130531700,General Fund-Police-Senior Volunteer,956000,Other Services.Other Services,,General Fund,305,,31700,Senior Volunteer,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,80000,,1848,101-305-32000-860.000,,,10130532000,General Fund-Police-Training,860000,Travel and Training.Travel and Training,,General Fund,305,,32000,Training,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,16900,,1852,101-305-32100-860.000,,,10130532100,General Fund-Police-Act 302 Training Funds,860000,Travel and Training.Travel and Training,,General Fund,305,,32100,Act 302 Training Funds,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,12570,,1881,101-305-32500-807.000,,,10130532500,General Fund-Police-Communications/Dispatch,807000,Geographic & IT Information Services.Geographic & IT Info Services,,General Fund,305,,32500,Communications/Dispatch,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,1660,,1883,101-305-32500-850.000,,,10130532500,General Fund-Police-Communications/Dispatch,850000,Communications.Communications,,General Fund,305,,32500,Communications/Dispatch,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,18450,,10011,101-305-32500-850.100,,,10130532500,General Fund-Police-Communications/Dispatch,850100,Communications.Cellular Phones,,General Fund,305,,32500,Communications/Dispatch,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,6700,,1887,101-305-32500-930.000,,,10130532500,General Fund-Police-Communications/Dispatch,930000,Repairs and Maintenance.Repairs and Maintenance,,General Fund,305,,32500,Communications/Dispatch,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Other Services and Charges,575000,,1889,101-305-32500-956.000,,,10130532500,General Fund-Police-Communications/Dispatch,956000,Other Services.Other Services,,General Fund,305,,32500,Communications/Dispatch,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Police,1010,Expense,Supplies,50,,1894,101-305-33400-740.000,,,10130533400,General Fund-Police-Jail,740000,Operating Supplies.Operating Supplies,,General Fund,305,,33400,Jail,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Police,1010,Expense,Other Services and Charges,365692,,1896,101-305-33400-951.000,,,10130533400,General Fund-Police-Jail,951000,Prisoner Board.Prisoner Board,,General Fund,305,,33400,Jail,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Fire,1010,Expense,Personal Services,184182,,1900,101-337-33700-705.000,,,10133733700,General Fund-Fire-Administration Services,705000,Salaries - Uniform.Salaries - Uniform,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,35588,,1902,101-337-33700-706.000,,,10133733700,General Fund-Fire-Administration Services,706000,Salaries.Salaries,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,16827,,1904,101-337-33700-715.000,,,10133733700,General Fund-Fire-Administration Services,715000,F.I.C.A..F.I.C.A.,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,64470,,1906,101-337-33700-716.000,,,10133733700,General Fund-Fire-Administration Services,716000,Hospitalization Insurance.Hospitalization Insurance,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,305,,1908,101-337-33700-717.000,,,10133733700,General Fund-Fire-Administration Services,717000,Life Insurance.Life Insurance,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,44145,,1910,101-337-33700-718.000,,,10133733700,General Fund-Fire-Administration Services,718000,Pension.Pension,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,17582,,9221,101-337-33700-718.100,,,10133733700,General Fund-Fire-Administration Services,718100,Pension.DC Plan,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,4582,,9261,101-337-33700-718.200,,,10133733700,General Fund-Fire-Administration Services,718200,Pension.Retiree Health - DC Plan,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,10382,,1912,101-337-33700-719.000,,,10133733700,General Fund-Fire-Administration Services,719000,Workers Comp. Insurance.Work Comp. Insurance,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Personal Services,180,,1914,101-337-33700-721.000,,,10133733700,General Fund-Fire-Administration Services,721000,CIP and Longevity.CIP and Longevity,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,10
FY19,Fire,1010,Expense,Supplies,2500,,1916,101-337-33700-727.000,,,10133733700,General Fund-Fire-Administration Services,727000,Office Supplies.Office Supplies,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Fire,1010,Expense,Supplies,1250,,1918,101-337-33700-744.000,,,10133733700,General Fund-Fire-Administration Services,744000,Uniforms.Uniforms,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,30
FY19,Fire,1010,Expense,Other Services and Charges,3000,,1923,101-337-33700-860.000,,,10133733700,General Fund-Fire-Administration Services,860000,Travel and Training.Travel and Training,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Fire,1010,Expense,Other Services and Charges,4836,,1925,101-337-33700-910.000,,,10133733700,General Fund-Fire-Administration Services,910000,Insurance.Liability,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Fire,1010,Expense,Other Services and Charges,14880,,1930,101-337-33700-947.100,,,10133733700,General Fund-Fire-Administration Services,947100,Motor Pool Rental.Equipment Rental,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Fire,1010,Expense,Other Services and Charges,1500,,1931,101-337-33700-947.200,,,10133733700,General Fund-Fire-Administration Services,947200,Motor Pool Rental.Equipment Maintenance,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
FY19,Fire,1010,Expense,Other Services and Charges,2500,,1932,101-337-33700-947.300,,,10133733700,General Fund-Fire-Administration Services,947300,Motor Pool Rental.Equipment - Fuel,,General Fund,337,,33700,Administration Services,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,,,60
