FISCAL YEAR,GL_Organization_Scrunched,GL_Level_1,FUND DESCRIPTION,GL_Level_2,DEPARTMENT DESCRIPTION,GL_Level_3,ACTIVITY DESCRIPTION,GL_Base_and_Detail_Scrunched,ACCOUNT DESCRIPTION,GL_Account_ID,GL_Account_Delimited,Budget,Amendments,TOTAL BUDGET,Prior_Year_Budget,Prior_year_Ammendments,PRIOR YEAR TOTAL BUDGET,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Organization_Function,Organization_Function_Sequence,ACCOUNT TYPE,ACCOUNT CATEGORY
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,801000,Professional Services.Professional Services,1478,101-258-25800-801.000,124000,5500,129500,124000,0,124000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10120120100,101,General Fund,201,Finance,20100,Accounting,801000,Professional Services.Professional Services,1203,101-201-20100-801.000,84100,0,84100,38000,0,38000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10117217200,101,General Fund,172,City Manager,17200,City Manager,801000,Professional Services.Professional Services,1143,101-172-17200-801.000,46880,0,46880,95422,0,95422,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10113613600,101,General Fund,136,District Court,13600,District Court,801000,Professional Services.Professional Services,1084,101-136-13600-801.000,44700,0,44700,44700,0,44700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Other Services and Charges
2019,10120920900,101,General Fund,209,Assessor,20900,Assessor,801000,Professional Services.Professional Services,1247,101-209-20900-801.000,19500,0,19500,22000,0,22000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10140040000,101,General Fund,400,Planning,40000,Planning,801000,Professional Services.Professional Services,2098,101-400-40000-801.000,71885,20000,91885,22500,0,22500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,801010,Professional Services.Legal - Gen - Sluiter/Agent,1264,101-210-21000-801.010,120000,-120000,0,70000,0,70000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,801012,Professional Services.Legal - Labor - Miller Jhsn,1265,101-210-21000-801.012,105000,5000,110000,105000,0,105000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,801014,Professional Services.Legal Ct Sluiter Agents,1266,101-210-21000-801.014,235000,-235000,0,235000,0,235000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,801021,Professional Services.Legal Special Counsel,1267,101-210-21000-801.021,40000,60000,100000,40000,0,40000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10113613600,101,General Fund,136,District Court,13600,District Court,805000,Data Processing Services.Data Processing Services,1086,101-136-13600-805.000,33000,0,33000,33000,0,33000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Other Services and Charges
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,806000,Software Services.Software Services,1480,101-258-25800-806.000,330855,0,330855,331276,0,331276,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10120125300,101,General Fund,201,Finance,25300,Treasurer,806000,Software Services.Software Services,12645,101-201-25300-806.000,7020,0,7020,7020,0,7020,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10130532500,101,General Fund,305,Police,32500,Communications/Dispatch,807000,Geographic & IT Information Services.Geographic & IT Info Services,1881,101-305-32500-807.000,12570,0,12570,10800,0,10800,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10120920900,101,General Fund,209,Assessor,20900,Assessor,810000,Contract Labor.Contract Labor,9850,101-209-20900-810.000,40000,0,40000,40000,0,40000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10113613600,101,General Fund,136,District Court,13600,District Court,835000,Witness and Jury Fees.Witness and Jury Fees,1088,101-136-13600-835.000,12000,0,12000,12000,0,12000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Other Services and Charges
2019,10113613600,101,General Fund,136,District Court,13600,District Court,850000,Communications.Communications,1090,101-136-13600-850.000,6900,0,6900,6900,0,6900,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Other Services and Charges
2019,10130532500,101,General Fund,305,Police,32500,Communications/Dispatch,850000,Communications.Communications,1883,101-305-32500-850.000,1660,0,1660,1660,0,1660,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10130530610,101,General Fund,305,Police,30610,Building ,850000,Communications.Communications,1614,101-305-30610-850.000,17365,0,17365,17365,0,17365,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,850000,Communications.Communications,1482,101-258-25800-850.000,82820,0,82820,82820,0,82820,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10126726700,101,General Fund,267,Facilities,26700,Facilities Maintenance,850000,Communications.Communications,1525,101-267-26700-850.000,13100,0,13100,13540,0,13540,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10133733800,101,General Fund,337,Fire,33800,Buildings,850000,Communications.Communications,1940,101-337-33800-850.000,10700,0,10700,10700,0,10700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10121021000,101,General Fund,210,Attorney,21000,Legal Services,850100,Communications.Cellular Phones,13077,101-210-21000-850.100,0,1200,1200,0,0,0,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10121521500,101,General Fund,215,City Clerk,21500,City Clerk,850100,Communications.Cellular Phones,11768,101-215-21500-850.100,1000,0,1000,1000,0,1000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10130532500,101,General Fund,305,Police,32500,Communications/Dispatch,850100,Communications.Cellular Phones,10011,101-305-32500-850.100,18450,0,18450,18450,0,18450,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10130531500,101,General Fund,305,Police,31500,Patrol,850100,Communications.Cellular Phones,10013,101-305-31500-850.100,61500,0,61500,62900,-14968,47932,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10140040000,101,General Fund,400,Planning,40000,Planning,850100,Communications.Cellular Phones,11005,101-400-40000-850.100,1000,0,1000,720,0,720,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Community and Economic Development,70,Expense,Other Services and Charges
2019,10133733800,101,General Fund,337,Fire,33800,Buildings,850100,Communications.Cellular Phones,1941,101-337-33800-850.100,3650,0,3650,3500,0,3500,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10126726700,101,General Fund,267,Facilities,26700,Facilities Maintenance,850100,Communications.Cellular Phones,1526,101-267-26700-850.100,2120,0,2120,2600,0,2600,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,850100,Communications.Cellular Phones,1483,101-258-25800-850.100,6060,0,6060,6060,0,6060,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10117217200,101,General Fund,172,City Manager,17200,City Manager,850100,Communications.Cellular Phones,1145,101-172-17200-850.100,4800,0,4800,5040,0,5040,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10121521500,101,General Fund,215,City Clerk,21500,City Clerk,860000,Travel and Training.Travel and Training,1291,101-215-21500-860.000,5600,0,5600,5600,0,5600,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10120920900,101,General Fund,209,Assessor,20900,Assessor,860000,Travel and Training.Travel and Training,1249,101-209-20900-860.000,13100,0,13100,11700,0,11700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10117217200,101,General Fund,172,City Manager,17200,City Manager,860000,Travel and Training.Travel and Training,1147,101-172-17200-860.000,19980,0,19980,21800,0,21800,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10120120100,101,General Fund,201,Finance,20100,Accounting,860000,Travel and Training.Travel and Training,1207,101-201-20100-860.000,17500,0,17500,28845,0,28845,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10110110100,101,General Fund,101,City Council,10100,City Council,860000,Travel and Training.Travel and Training,1047,101-101-10100-860.000,5120,0,5120,6630,0,6630,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Legislative,10,Expense,Other Services and Charges
2019,10113615100,101,General Fund,136,District Court,15100,District Court - Probation,860000,Travel and Training.Travel and Training,1117,101-136-15100-860.000,1500,0,1500,1425,0,1425,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Other Services and Charges
2019,10113613600,101,General Fund,136,District Court,13600,District Court,860000,Travel and Training.Travel and Training,1092,101-136-13600-860.000,2000,0,2000,2000,0,2000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Judicial,20,Expense,Other Services and Charges
2019,10133733700,101,General Fund,337,Fire,33700,Administration Services,860000,Travel and Training.Travel and Training,1923,101-337-33700-860.000,3000,0,3000,3000,0,3000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10133733900,101,General Fund,337,Fire,33900,Fighting,860000,Travel and Training.Travel and Training,1983,101-337-33900-860.000,10000,4900,14900,30000,-15100,14900,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10130532100,101,General Fund,305,Police,32100,Act 302 Training Funds,860000,Travel and Training.Travel and Training,1852,101-305-32100-860.000,16900,15323.85,32223.85,16900,20803.78,37703.78,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10130532000,101,General Fund,305,Police,32000,Training,860000,Travel and Training.Travel and Training,1848,101-305-32000-860.000,80000,0,80000,80000,0,80000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10120125300,101,General Fund,201,Finance,25300,Treasurer,860000,Travel and Training.Travel and Training,1446,101-201-25300-860.000,6600,0,6600,6200,-1000,5200,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10130530500,101,General Fund,305,Police,30500,Administration Services,860000,Travel and Training.Travel and Training,1575,101-305-30500-860.000,4000,0,4000,4000,0,4000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,Public Safety,40,Expense,Other Services and Charges
2019,10125825800,101,General Fund,258,Information Technology,25800,Information Technology,860000,Travel and Training.Travel and Training,1485,101-258-25800-860.000,12000,0,12000,12000,0,12000,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
2019,10126726700,101,General Fund,267,Facilities,26700,Facilities Maintenance,860000,Travel and Training.Travel and Training,1528,101-267-26700-860.000,600,0,600,700,0,700,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2018,Governmental,10,Special Revenue Funds,30,General Government,30,Expense,Other Services and Charges
