Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY19,Revenue,,,Public Safety Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,2700
FY19,Revenue,,,Public Safety Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,4500
FY19,Revenue,,,Public Safety Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-5800
FY19,Revenue,,,Public Safety Fund,Taxes,Property Taxes.IFT Revenue,46100
FY19,Revenue,,,Public Safety Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,51882
FY19,Revenue,,,Public Safety Fund,Interest and Rentals,Interest on Investments.Interest on Investments,4500
FY19,Expense,Fire,Transfers,Fire Fund,Transfers Out,Transfers. General Fund,1604856
FY19,Revenue,,,Fire Fund,Taxes,Property Taxes.Property Taxes,1550134
FY19,Revenue,,,Fire Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-15400
FY19,Revenue,,,Fire Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,1610
FY19,Revenue,,,Fire Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,2700
FY19,Revenue,,,Fire Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-3500
FY19,Revenue,,,Fire Fund,Taxes,Property Taxes.IFT Revenue,27600
FY19,Revenue,,,Fire Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,38912
FY19,Revenue,,,Fire Fund,Interest and Rentals,Interest on Investments.Interest on Investments,2800
FY19,Expense,Police,Transfers,Police Fund,Transfers Out,Transfers. General Fund,2673231
FY19,Revenue,,,Police Fund,Taxes,Property Taxes.Property Taxes,2581578
FY19,Revenue,,,Police Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-25600
FY19,Revenue,,,Police Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,2700
FY19,Revenue,,,Police Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,4600
FY19,Revenue,,,Police Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-5800
FY19,Revenue,,,Police Fund,Taxes,Property Taxes.IFT Revenue,46100
FY19,Revenue,,,Police Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,64853
FY19,Revenue,,,Police Fund,Interest and Rentals,Interest on Investments.Interest on Investments,4800
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Property Taxes.Property Taxes,3070000
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Delinquent Tax Revenue.Delinquent Tax Revenue,-30700
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Property Taxes.Serv Charge In Lieu Of Tax,3250
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Property Taxes.Act 425 Serv Chg In Lieu of Tax,5500
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Property Taxes.Act 425 Payments to Other Govern,-6900
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Property Taxes.IFT Revenue,55300
FY19,Revenue,,,Parks and Recreation Fund,Taxes,Property Tax.PPT Reimbursement-LCSA,77823
FY19,Revenue,,,Parks and Recreation Fund,Federal Grants,Federal Grant.21st Century Cohort I-1,87637
FY19,Revenue,,,Parks and Recreation Fund,Federal Grants,Federal Grant.21st Century Cohort I-2,87637
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Donations.Donations,1000
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Donations.Dog Park,3200
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Fees.Parks,73000
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Fees.Recreation,168000
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Fees.Recreation Sponsorships,11500
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Fees.WSC,24500
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Fees.WSC Sponsorships,500
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Fees.Special Events,300
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Fees.Friendly Travelers,16000
FY19,Revenue,,,Parks and Recreation Fund,Charges for Service,Concession Income.Concession Income,4000
FY19,Revenue,,,Parks and Recreation Fund,Interest and Rentals,Interest on Investments.Interest on Investments,11000
FY19,Revenue,,,Parks and Recreation Fund,Interest and Rentals,Property Rental Income.Property Rental Income,8525
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Reimbursements.Reimbursements,5420
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Reimbursements.Schools,3300
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Reimbursements.Interdepartmental,111400
FY19,Revenue,,,Parks and Recreation Fund,Other Revenues,Miscellaneous Income.Miscellaneous Income,1000
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Salaries.Salaries,140325
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,600
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,10790
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,33998
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,188
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.Pension,59897
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.DC Plan,193
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,53
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2307
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,2904
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Supplies,Office Supplies.Office Supplies,3425
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Professional Services.Prof Services Pk Design,35250
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Administrative Fee.Administrative Fee,312466
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Software Services.Software Services,8150
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,1990
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Communications.Cellular Phones,350
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Travel and Training.Travel and Training,2360
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,27340
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,2973
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,5160
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Rentals.City Hall Office Space,24820
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,6720
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,500
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,1700
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Other Services.Other Services,38550
FY19,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Capital Outlay,Capital Outlay.Computer Equipment,5100
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries.Salaries,514821
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,177000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,27000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,55713
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,162059
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,706
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.Pension,202487
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.DC Plan,22920
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,6498
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,26830
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,9479
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,670
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Uniforms.Uniforms,3300
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Tools and Supplies.Tools and Supplies,900
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Maintenance Supplies.Maintenance Supplies,73450
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Professional Services.Prof Services Pk Design,17200
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Communications.Communications,3700
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Communications.Cellular Phones,2538
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Travel and Training.Travel and Training,5190
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,1000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,15158
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Insurance.Property and Bonds,2270
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Public Utilities.Public Utilities,134600
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Repairs and Maintenance.Repairs and Maintenance,65450
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Rentals.Rentals,350
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Rentals.Motor Pool Building,41400
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Rental,180000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment Maintenance,50000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Motor Pool Rental.Equipment - Fuel,30000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Other Services.Other Services,9210
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Other Services.Dog Park,5180
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Project Costs.Project Costs,23600
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Capital Outlay,Capital Outlay.Lamar Park Improvements,10000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Capital Outlay,Capital Outlay.Lemery Park Imprvmt/Equip,20000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Capital Outlay,Capital Outlay.Prairie Park Imp,10000
FY19,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Capital Outlay,Capital Outlay.Tree Planting,10000
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Salaries.Salaries,93489
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Salaries - Temporary.Salaries - Temporary,47290
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,600
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,10828
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,43729
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,129
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.Pension,28410
FY19,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.DC Plan,7480
