Fiscal Year,Amount,Account Description,Fund Code,Fund Description,Department Code,Department,Division Code,Division,Account Type,Account Category,,GL_Account_ID,GL_Account_Delimited,Column1,Column2,GL_Organization_Scrunched,GL_Organization_Description_Delimited,GL_Base_and_Detail_Scrunched,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Budget_Type,Budget_Level,GL_Account_Status,Paying_Fund,Receipting_Fund,CurrentFiscalYear,Fund_Category,Fund_Category_Sequence,Fund_Type,Fund_Type_Sequence,Column10,Column11,Account_Class_Level_1_Sequence
FY20,1500,Other Services.Other Services,2030,Local Streets Fund,441,Public Works,47800,Winter Maintenance,Expense,Other Services and Charges,,10613,590-590-54310-718.100,,,59059054310,Sewer Fund-Wastewater Utility-Treatment - Lab Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,1000,Other Services.Other Services,2030,Local Streets Fund,441,Public Works,47400,Traffic Services,Expense,Other Services and Charges,,10685,591-591-55310-718.100,,,59159155310,Water Fund-Water Utility-Pumping&Treatment - Lab Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,2683000,Property Taxes.Property Taxes,2050,Public Safety Fund,,,,,Revenue,Taxes,,10732,101-337-33901-718.100,,,10133733901,General Fund-Fire-Fighting - Dual Empl. Reserves,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,-26800,Delinquent Tax Revenue.Delinquent Tax Revenue,2050,Public Safety Fund,,,,,Revenue,Taxes,,10528,101-305-31200-718.100,,,10130531200,General Fund-Police-Forensic Science Unit,718100,,,,,,,,Organization,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,2620,Property Taxes.Serv Charge In Lieu Of Tax,2050,Public Safety Fund,,,,,Revenue,Taxes,,9612,211-441-44210-718.100,,,21144144210,Sidewalk Fund-Public Works-Sidewalk Repair,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,4550,Property Taxes.Act 425 Serv Chg In Lieu of Tax,2050,Public Safety Fund,,,,,Revenue,Taxes,,9660,202-441-47400-718.100,,,20244147400,Major Streets Fund-Public Works-Traffic Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,-5900,Property Taxes.Act 425 Payments to Other Govern,2050,Public Safety Fund,,,,,Revenue,Taxes,,9221,101-337-33700-718.100,,,10133733700,General Fund-Fire-Administration Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,38100,Property Taxes.IFT Revenue,2050,Public Safety Fund,,,,,Revenue,Taxes,,9222,208-752-75200-718.100,,,20875275200,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Administration,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,78100,Property Tax.PPT Reimbursement-LCSA,2050,Public Safety Fund,,,,,Revenue,Taxes,,9344,590-590-54801-718.100,,,59059054801,Sewer Fund-Wastewater Utility-GVRBA Operations-Pump House,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,13500,Interest on Investments.Interest on Investments,2050,Public Safety Fund,,,,,Revenue,Interest and Rentals,,10207,101-305-30700-718.100,,,10130530700,General Fund-Police-Records Management,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,2787170,Transfers. General Fund,2050,Public Safety Fund,320,Public Safety,99900,Transfers,Expense,Transfers Out,,10209,591-591-55800-718.100,,,59159155800,Water Fund-Water Utility-T and D - Storage/E of Gezon,718100,,,,,,,,Organization,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,1610000,Property Taxes.Property Taxes,2060,Fire Fund,,,,,Revenue,Taxes,,10211,591-591-55900-718.100,,,59159155900,Water Fund-Water Utility-T and  D - Gezon Station,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,-16100,Delinquent Tax Revenue.Delinquent Tax Revenue,2060,Fire Fund,,,,,Revenue,Taxes,,10213,591-591-56100-718.100,,,59159156100,Water Fund-Water Utility-T and D - Storage/W of Gezon,718100,,,,,,,,Organization,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,1570,Property Taxes.Serv Charge In Lieu Of Tax,2060,Fire Fund,,,,,Revenue,Taxes,,10215,591-591-56300-718.100,,,59159156300,Water Fund-Water Utility-T and D - Pipeline to Gezon,718100,,,,,,,,Organization,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,2750,Property Taxes.Act 425 Serv Chg In Lieu of Tax,2060,Fire Fund,,,,,Revenue,Taxes,,10217,591-591-56400-718.100,,,59159156400,Water Fund-Water Utility-T and D - Pipeline Meters,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,-3500,Property Taxes.Act 425 Payments to Other Govern,2060,Fire Fund,,,,,Revenue,Taxes,,9944,203-441-47400-718.100,,,20344147400,Local Streets Fund-Public Works-Traffic Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,22800,Property Taxes.IFT Revenue,2060,Fire Fund,,,,,Revenue,Taxes,,13350,400-441-17500-718.100,,,40044117500,Capital Improvement Fund-Public Works-Administration,718100,,,,,,,,Organization,Department,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Capital Projects Funds,50,,,10
FY20,12590,Property Tax.PPT Reimbursement-LCSA,2060,Fire Fund,,,,,Revenue,Taxes,,13339,101-337-34100-718.100,,,10133734100,General Fund-Fire-Prevention,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,7750,Interest on Investments.Interest on Investments,2060,Fire Fund,,,,,Revenue,Interest and Rentals,,13091,208-752-76112-718.100,,,20875276112,Parks and Recreation Fund-Parks and Recreation-21st Century Cohort K,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,1637860,Transfers. General Fund,2060,Fire Fund,337,Fire,99900,Transfers,Expense,Transfers Out,,12940,101-305-30610-718.100,,,10130530610,General Fund-Police-Building ,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,2684000,Property Taxes.Property Taxes,2070,Police Fund,,,,,Revenue,Taxes,,13256,256-400-17520-718.100,,,25640017520,Community Development Fund-Planning-Administration 2020,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,-26800,Delinquent Tax Revenue.Delinquent Tax Revenue,2070,Police Fund,,,,,Revenue,Taxes,,13309,256-400-69120-718.100,,,25640069120,Community Development Fund-Planning-Rehabilitation 2020,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,2620,Property Taxes.Serv Charge In Lieu Of Tax,2070,Police Fund,,,,,Revenue,Taxes,,12811,401-267-26700-718.100,,,40126726700,Library Maint & Capital Fund-Facilities-Facilities Maintenance,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,4550,Property Taxes.Act 425 Serv Chg In Lieu of Tax,2070,Police Fund,,,,,Revenue,Taxes,,13072,101-210-21000-718.100,,,10121021000,General Fund-Attorney-Legal Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,-5900,Property Taxes.Act 425 Payments to Other Govern,2070,Police Fund,,,,,Revenue,Taxes,,3153,208-752-76100-718.100,,,20875276100,Parks and Recreation Fund-Parks and Recreation-Recreation,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,38100,Property Taxes.IFT Revenue,2070,Police Fund,,,,,Revenue,Taxes,,3092,208-752-75800-718.100,,,20875275800,Parks and Recreation Fund-Parks and Recreation-Parks and Rec - Senior Center,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,20980,Property Tax.PPT Reimbursement-LCSA,2070,Police Fund,,,,,Revenue,Taxes,,2601,202-441-47800-718.100,,,20244147800,Major Streets Fund-Public Works-Winter Maintenance,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,12900,Interest on Investments.Interest on Investments,2070,Police Fund,,,,,Revenue,Interest and Rentals,,1195,101-201-20100-718.100,,,10120120100,General Fund-Finance-Accounting,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,2730450,Transfers. General Fund,2070,Police Fund,305,Police,99900,Transfers,Expense,Transfers Out,,1132,101-172-17200-718.100,,,10117217200,General Fund-City Manager-City Manager,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,3220000,Property Taxes.Property Taxes,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,1567,101-305-30500-718.100,,,10130530500,General Fund-Police-Administration Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,-32200,Delinquent Tax Revenue.Delinquent Tax Revenue,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,1468,101-258-25800-718.100,,,10125825800,General Fund-Information Technology-Information Technology,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,3140,Property Taxes.Serv Charge In Lieu Of Tax,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,3750,591-591-55300-718.100,,,59159155300,Water Fund-Water Utility-Pumping and Treatment,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,5450,Property Taxes.Act 425 Serv Chg In Lieu of Tax,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,4469,590-590-54700-718.100,,,59059054700,Sewer Fund-Wastewater Utility-Industrial Pretreatment,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,-7000,Property Taxes.Act 425 Payments to Other Govern,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,4374,590-590-54300-718.100,,,59059054300,Sewer Fund-Wastewater Utility-Treatment,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,45700,Property Taxes.IFT Revenue,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,4682,591-591-56500-718.100,,,59159156500,Water Fund-Water Utility-T and D - Meters,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,25175,Property Tax.PPT Reimbursement-LCSA,2080,Parks and Recreation Fund,,,,,Revenue,Taxes,,7857,591-591-56900-718.100,,,59159156900,Water Fund-Water Utility-Customer Accounting,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,29294,Federal Grant.21st Century Cohort I-1,2080,Parks and Recreation Fund,,,,,Revenue,Federal Grants,,8198,101-305-31500-718.100,,,10130531500,General Fund-Police-Patrol,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,29296,Federal Grant.21st Century Cohort I-2,2080,Parks and Recreation Fund,,,,,Revenue,Federal Grants,,8208,101-337-33900-718.100,,,10133733900,General Fund-Fire-Fighting,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,146480,Federal Grant.21st Century Cohort k,2080,Parks and Recreation Fund,,,,,Revenue,Federal Grants,,8200,208-752-75600-718.100,,,20875275600,Parks and Recreation Fund-Parks and Recreation-Parks and Rec Facility,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,1000,Donations.Donations,2080,Parks and Recreation Fund,,,,,Revenue,Other Revenues,,8201,202-441-46300-718.100,,,20244146300,Major Streets Fund-Public Works-Street Maintenance,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,3000,Donations.Dog Park,2080,Parks and Recreation Fund,,,,,Revenue,Other Revenues,,8202,203-441-46300-718.100,,,20344146300,Local Streets Fund-Public Works-Street Maintenance,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,74000,Fees.Parks,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8203,590-441-54200-718.100,,,59044154200,Sewer Fund-Public Works-Transmission,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,165681,Fees.Recreation,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8204,591-441-56200-718.100,,,59144156200,Water Fund-Public Works-T and D - Mains,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,25700,Fees.Recreation Sponsorships,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8205,591-441-56700-718.100,,,59144156700,Water Fund-Public Works-T and D - Services,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,33481,Fees.WSC,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8962,101-305-31000-718.100,,,10130531000,General Fund-Police-Detective Bureau,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,630,Fees.WSC Sponsorships,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8869,590-590-54800-718.100,,,59059054800,Sewer Fund-Wastewater Utility-GVRBA Operations-Land Appl,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Enterprise Funds,10,,,10
FY20,190,Fees.WSC Rental,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8753,101-400-40000-718.100,,,10140040000,General Fund-Planning-Planning,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,300,Fees.Special Events,2080,Parks and Recreation Fund,,,,,Revenue,Other Revenues,,8749,230-441-44300-718.100,,,23044144300,Solid Waste Disposal Fund-Public Works-Yard Waste Disposal,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,15425,Fees.Friendly Travelers,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8750,203-441-47800-718.100,,,20344147800,Local Streets Fund-Public Works-Winter Maintenance,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,4100,Concession Income.Concession Income,2080,Parks and Recreation Fund,,,,,Revenue,Charges for Service,,8833,101-215-21500-718.100,,,10121521500,General Fund-City Clerk-City Clerk,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Governmental,10,Special Revenue Funds,30,,,10
FY20,31400,Interest on Investments.Interest on Investments,2080,Parks and Recreation Fund,,,,,Revenue,Interest and Rentals,,8858,661-441-58200-718.100,,,66144158200,Motor Pool Fund-Public Works-Equipment Operations,718100,,,,,,,,Account Classification,Activity,"Transactions, Budgets, Reports",102,102,2019,Proprietary,20,Internal Service Funds,20,,,10
