Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,27000
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Salaries - Overtime.Salaries - Overtime,600
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Salaries - Officials.Salaries - Officials,43254
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,22002
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,55713
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,10828
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,10790
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,32835
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,32969
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,1179
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,F.I.C.A..F.I.C.A.,29641
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,33998
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,43729
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,162059
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,35065
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,19109
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,580
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,16919
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Hospitalization Insurance.Hospitalization Insurance,16919
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,275
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,706
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,129
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,188
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,28
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,28
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,0
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Life Insurance.Life Insurance,37
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.Pension,59897
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.Pension,28410
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.Pension,202487
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Pension.Pension,73544
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Pension.Pension,7870
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,Pension.Pension,0
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Pension.Pension,5900
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Pension.Pension,5900
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Pension.DC Plan,1569
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Pension.DC Plan,1569
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,Pension.DC Plan,0
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.DC Plan,193
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Pension.DC Plan,2092
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Pension.DC Plan,9009
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.DC Plan,7480
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.DC Plan,22920
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,5689
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,4617
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,1090
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,6498
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,53
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,0
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,820
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,820
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,5323
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,26830
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,10661
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2307
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,16237
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,16302
2019,Expense,Parks and Recreation,21st Century Cohort H,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,584
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,14653
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,2904
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,2990
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,9479
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,150
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,248
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,248
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,330
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Supplies,Office Supplies.Office Supplies,3425
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Supplies,Office Supplies.Office Supplies,2820
2019,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,10000
2019,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,10500
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,56000
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,8014
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,670
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Supplies,Operating Supplies.Operating Supplies,25231
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Uniforms.Uniforms,3300
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Supplies,Uniforms.Uniforms,300
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Tools and Supplies.Tools and Supplies,900
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Supplies,Maintenance Supplies.Maintenance Supplies,73450
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Supplies,Maintenance Supplies.Maintenance Supplies,7460
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Professional Services.Prof Services Pk Design,39225
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Professional Services.Prof Services Pk Design,17200
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Administrative Fee.Administrative Fee,312466
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Software Services.Software Services,8150
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Geographic & IT Information Services.Geographic & IT Info Services,1990
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Communications.Communications,240
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Communications.Communications,3700
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Communications.Cellular Phones,650
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Communications.Cellular Phones,2538
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Other Services and Charges,Communications.Cellular Phones,1800
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Communications.Cellular Phones,350
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Travel and Training.Travel and Training,2360
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Other Services and Charges,Travel and Training.Travel and Training,3310
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Travel and Training.Travel and Training,5190
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Travel and Training.Travel and Training,2315
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,13100
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,1000
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,6220
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Printing & Advertising.Printing & Advertising,27340
2019,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,2973
2019,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,6072
2019,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,15158
2019,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,3098
2019,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Other Services and Charges,Insurance.Liability,8533
