Fiscal Year,Account Type,Department,Division,Fund Description,Account Category,Account Description,Amount
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Pension.Retiree Health - DC Plan,292
FY20,Expense,General Government,Liability Ins Claims,General Liability Fund,Personal Services,Pension.Pension Liability,1022
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Personal Services,Pension.Pension Liability,1022
FY20,Expense,General Government,Property Ins Claims,Property Insurance Fund,Personal Services,Pension.Pension Liability,1022
FY20,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Personal Services,Pension.Pension Liability,1022
FY20,Expense,Wastewater Utility,Administration Services,Sewer Fund,Personal Services,Pension.Pension Liability,84779
FY20,Expense,Water Utility,Administration,Water Fund,Personal Services,Pension.Pension Liability,94463
FY20,Expense,Public Works,Administration Fee,Motor Pool Fund,Personal Services,Pension.Pension Liability,15122
FY20,Expense,General Government,Liability Ins Claims,General Liability Fund,Personal Services,Pension.OPEB Liability,3578
FY20,Expense,General Government,W/C Insurance Claims,Workers' Compensation Fund,Personal Services,Pension.OPEB Liability,3578
FY20,Expense,General Government,Fleet Insurance Claims,Fleet Insurance Fund,Personal Services,Pension.OPEB Liability,3578
FY20,Expense,General Government,Property Ins Claims,Property Insurance Fund,Personal Services,Pension.OPEB Liability,3578
FY20,Expense,Wastewater Utility,Administration Services,Sewer Fund,Personal Services,Pension.OPEB Liability,296791
FY20,Expense,Water Utility,Administration,Water Fund,Personal Services,Pension.OPEB Liability,330694
FY20,Expense,Public Works,Administration Fee,Motor Pool Fund,Personal Services,Pension.OPEB Liability,52939
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,901
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,25704
FY20,Expense,Public Works,T and D - Hydrants,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2413
FY20,Expense,Public Works,Winter Maintenance,Major Streets Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,6691
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,25454
FY20,Expense,Public Works,Traffic Services,Major Streets Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,19224
FY20,Expense,Public Works,Street Maintenance,Local Streets Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,11772
FY20,Expense,Public Works,Street Maintenance,Major Streets Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,16758
FY20,Expense,Public Works,Other Govt/Agencies(Non Act 51),General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,116
FY20,Expense,Public Works,Kentwood Hwys/Street(Non Act 51),General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,58
FY20,Expense,Planning,Planning,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1290
FY20,Expense,Fire,Prevention,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,7835
FY20,Expense,Parks and Recreation,Parks and Rec - Senior Center,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,3516
FY20,Expense,Parks and Recreation,Parks and Rec Facility,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,26930
FY20,Expense,Parks and Recreation,Recreation,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,11416
FY20,Expense,Public Works,Sidewalk Repair,Sidewalk Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1583
FY20,Expense,Public Works,Yard Waste Disposal,Solid Waste Disposal Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,10337
FY20,Expense,Public Works,Winter Maintenance,Local Streets Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,6383
FY20,Expense,Public Works,Traffic Services,Local Streets Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,8622
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2130
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1070
FY20,Expense,Finance,Accounting,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,677
FY20,Expense,District Court,District Court,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,3801
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4133
FY20,Expense,City Clerk,City Clerk - Election,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,17
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4292
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,373
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,839
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2322
FY20,Expense,Police,Administration Services,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,14048
FY20,Expense,Police,Building ,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1603
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,30187
FY20,Expense,Police,Records Management,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,274
FY20,Expense,Fire,Fighting,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,111893
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,10050
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,279
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,6319
FY20,Expense,Police,Patrol,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,106324
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,10872
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,826
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,297
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,9717
FY20,Expense,Public Works,Installation of Service,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,628
FY20,Expense,Public Works,Building,Motor Pool Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2352
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,24115
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,25632
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4750
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,114
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1331
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,28479
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,114
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1446
FY20,Expense,Wastewater Utility,GVRBA Operations-Pump House,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,161
FY20,Expense,Permits,Permits,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,5017
FY20,Expense,Parks and Recreation,21st Century Cohort I - 1,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,347
FY20,Expense,Parks and Recreation,21st Century Cohort I - 2,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,347
FY20,Expense,Permits,Zoning and Other Programs,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,610
FY20,Expense,Permits,Rental Program,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1545
FY20,Expense,Permits,Code Enforcement - CDBG Eligible,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,857
FY20,Expense,Permits,Code Enforcement - Other,Building Inspection Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1458
FY20,Expense,Wastewater Utility,Treatment - Lab Services,Sewer Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,5104
FY20,Expense,Water Utility,Pumping&Treatment - Lab Services,Water Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,4622
FY20,Expense,Fire,Fighting - Dual Empl. Reserves,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,5846
FY20,Expense,Parks and Recreation,21st Century Cohort K,Parks and Recreation Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,2770
FY20,Expense,Planning,Administration 2020,Community Development Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,838
FY20,Expense,Planning,Rehabilitation 2020,Community Development Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,256
FY20,Expense,Public Works,Administration,Capital Improvement Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,23184
FY20,Expense,Fire,Fighting - Paid on Call,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,6663
FY20,Expense,Facilities,Facilities Maintenance,Library Maint & Capital Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,1599
FY20,Expense,Attorney,Legal Services,General Fund,Personal Services,Workers Comp. Insurance.Work Comp. Insurance,240
FY20,Expense,Wastewater Utility,GVRBA Operations-Land Appl,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,1030
FY20,Expense,Public Works,T and D - Services,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,8247
FY20,Expense,Public Works,T and D - Mains,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,5774
FY20,Expense,Water Utility,T and  D - Gezon Station,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1339
FY20,Expense,Water Utility,T and D - Storage/E of Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,80
FY20,Expense,Water Utility,Pumping and Treatment,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,16496
FY20,Expense,Water Utility,T and D - Pipeline to Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1664
FY20,Expense,Water Utility,T and D - Storage/W of Gezon,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,80
FY20,Expense,Wastewater Utility,Industrial Pretreatment,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,5473
FY20,Expense,Public Works,Transmission,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,8115
FY20,Expense,Wastewater Utility,Treatment,Sewer Fund,Personal Services,CIP and Longevity.CIP and Longevity,15354
FY20,Expense,Public Works,Building,Motor Pool Fund,Personal Services,CIP and Longevity.CIP and Longevity,1816
FY20,Expense,Public Works,Equipment Operations,Motor Pool Fund,Personal Services,CIP and Longevity.CIP and Longevity,4463
FY20,Expense,Water Utility,Customer Accounting,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,3986
FY20,Expense,Water Utility,T and D - Pipeline Meters,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,904
FY20,Expense,Water Utility,T and D - Meters,Water Fund,Personal Services,CIP and Longevity.CIP and Longevity,1705
FY20,Expense,Police,Patrol,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,33000
FY20,Expense,Police,Forensic Science Unit,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,3005
FY20,Expense,Finance,Treasurer,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,2844
FY20,Expense,Fire,Administration Services,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,1553
FY20,Expense,Fire,Fighting,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,11700
FY20,Expense,Police,Records Management,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,960
FY20,Expense,Police,Detective Bureau,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,15216
FY20,Expense,Police,Building ,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,90
FY20,Expense,Police,Administration Services,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,6535
FY20,Expense,Facilities,Facilities Maintenance,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,1728
FY20,Expense,Information Technology,Information Technology,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,7505
FY20,Expense,City Clerk,City Clerk,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,4986
FY20,Expense,Assessor,Assessor,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,4832
FY20,Expense,District Court,District Court - Probation,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,3362
FY20,Expense,District Court,District Court,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,13196
FY20,Expense,Finance,Accounting,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,6051
FY20,Expense,City Manager,City Manager,General Fund,Personal Services,CIP and Longevity.CIP and Longevity,7301
FY20,Expense,Parks and Recreation,Parks and Rec Administration,Parks and Recreation Fund,Personal Services,CIP and Longevity.CIP and Longevity,3494
